kev: jaredpalmer/kev-0.8b on cuda (float32)
[1/4500] 9deee0d4f93c6a7867eef08fe3be63be#1 qwen=Ambiguous References | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (1.27s/msg, eta 95 min)
[114/10000] b44ee4237d92d517b139751e73797678#11 qwen=Vague / Missing Context; Ambiguous References | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (2.00s/msg, eta 329 min)
[115/10000] b44ee4237d92d517b139751e73797678#12 qwen=Ambiguous References; Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Unnecessary Repetition; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (2.00s/msg, eta 329 min)
[116/10000] b44ee4237d92d517b139751e73797678#13 qwen=Vague / Missing Context; Ambiguous References | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (2.00s/msg, eta 329 min)
[117/10000] b44ee4237d92d517b139751e73797678#14 qwen=Ambiguous References; Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (2.00s/msg, eta 329 min)
[118/10000] b44ee4237d92d517b139751e73797678#15 qwen=Ambiguous References | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (1.99s/msg, eta 328 min)
[119/10000] b44ee4237d92d517b139751e73797678#16 qwen=Ambiguous References | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (1.99s/msg, eta 327 min)
[120/10000] b44ee4237d92d517b139751e73797678#17 qwen=Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (1.99s/msg, eta 327 min)
[121/10000] 42ead422a122093601240f7496e6537f#1 qwen=Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt (1.99s/msg, eta 327 min)
[122/10000] 45b2f12895cb672859d9b6507db9339e#1 qwen=Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (1.98s/msg, eta 326 min)
[123/10000] 45b2f12895cb672859d9b6507db9339e#2 qwen=Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints; Bias / Loaded Framing (1.97s/msg, eta 325 min)
[124/10000] 45b2f12895cb672859d9b6507db9339e#3 qwen=Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (1.97s/msg, eta 324 min)
[125/10000] 45b2f12895cb672859d9b6507db9339e#4 qwen=Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints; Bias / Loaded Framing (1.96s/msg, eta 323 min)
[126/10000] 3d001b2e1d09d4ae2f7ee0961682ee5d#1 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Formality / Audience Mismatch (1.96s/msg, eta 322 min)
[127/10000] 3d001b2e1d09d4ae2f7ee0961682ee5d#2 qwen=Vague / Missing Context; Ambiguous References | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (1.96s/msg, eta 322 min)
[128/10000] 44d3b955c79c997c0131b7c4990839c1#1 qwen=Vague / Missing Context | kev=Vague / Missing Context; Ambiguous References; Overloaded Prompt; Prompt Bloat / Convoluted Prompt (1.95s/msg, eta 321 min)
[129/10000] 44d3b955c79c997c0131b7c4990839c1#2 qwen=Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (1.95s/msg, eta 320 min)
[130/10000] 44d3b955c79c997c0131b7c4990839c1#3 qwen=Vague / Missing Context; Ambiguous References | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (1.95s/msg, eta 320 min)
[131/10000] 44d3b955c79c997c0131b7c4990839c1#4 qwen=Vague / Missing Context; Ambiguous References | kev=Vague / Missing Context; Ambiguous References; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Unnecessary Repetition; Conflicting Constraints (1.94s/msg, eta 319 min)
[132/10000] 44d3b955c79c997c0131b7c4990839c1#5 qwen=Ambiguous References; Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Unnecessary Repetition; Conflicting Constraints (1.94s/msg, eta 319 min)
[133/10000] 44d3b955c79c997c0131b7c4990839c1#6 qwen=Format Ambiguity | kev=Vague / Missing Context; Format Ambiguity; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints (1.94s/msg, eta 319 min)
[134/10000] 44d3b955c79c997c0131b7c4990839c1#7 qwen=Vague / Missing Context | kev=Vague / Missing Context; Ambiguous References; Overloaded Prompt; Unnecessary Repetition; Conflicting Constraints; Bias / Loaded Framing (1.94s/msg, eta 318 min)
[135/10000] 44d3b955c79c997c0131b7c4990839c1#8 qwen=Prompt Bloat / Convoluted Prompt | kev=Vague / Missing Context; Overloaded Prompt; Unnecessary Repetition; Conflicting Constraints (1.93s/msg, eta 317 min)
[136/10000] d65912ae471dffed009fb1ac360a84f5#1 qwen=Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints (1.93s/msg, eta 317 min)
[137/10000] d65912ae471dffed009fb1ac360a84f5#2 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (1.93s/msg, eta 318 min)
[138/10000] d65912ae471dffed009fb1ac360a84f5#3 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (1.94s/msg, eta 318 min)
[139/10000] cebacd34ed76b23773b6a2db4505e54c#1 qwen=Vague / Missing Context; Conflicting Constraints | kev=Vague / Missing Context; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (1.94s/msg, eta 319 min)
[140/10000] 34376502e5220e6797c7e4c90f37587e#1 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (1.95s/msg, eta 320 min)
[141/10000] 56459807252a73e8ac58b4cf25468ca8#1 qwen=Overloaded Prompt | kev=Vague / Missing Context; Ambiguous References; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (1.94s/msg, eta 319 min)
[142/10000] 56459807252a73e8ac58b4cf25468ca8#2 qwen=Format Ambiguity | kev=Vague / Missing Context; Ambiguous References; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (1.94s/msg, eta 319 min)
[143/10000] 56459807252a73e8ac58b4cf25468ca8#3 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Ambiguous References; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (1.94s/msg, eta 319 min)
[144/10000] 55d3249f94b2c1e3e9e38a7289f32649#3 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt (1.95s/msg, eta 320 min)
[145/10000] 55d3249f94b2c1e3e9e38a7289f32649#4 qwen=Format Ambiguity; Overloaded Prompt | kev=Vague / Missing Context; Overloaded Prompt (1.95s/msg, eta 321 min)
[146/10000] 1733c027a122d8bfe53fabed7c7840e1#1 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Ambiguous References; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (1.96s/msg, eta 321 min)
[147/10000] b731f06b0eb7b120ea7a79ed65076bd0#1 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (1.96s/msg, eta 322 min)
[148/10000] a882fd412453d0b7e06c50b7468613ba#1 qwen=Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints (1.96s/msg, eta 323 min)
[149/10000] a882fd412453d0b7e06c50b7468613ba#2 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (1.97s/msg, eta 323 min)
[150/10000] a882fd412453d0b7e06c50b7468613ba#3 qwen=Format Ambiguity; Ambiguous References | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (1.97s/msg, eta 323 min)
[151/10000] d317c4eee990cf80a0d8928c0d90f0a1#1 qwen=Vague / Missing Context | kev=Vague / Missing Context; Ambiguous References; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints (1.97s/msg, eta 323 min)
[152/10000] d317c4eee990cf80a0d8928c0d90f0a1#2 qwen=Ambiguous References; Vague / Missing Context | kev=Vague / Missing Context; Ambiguous References; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints; Bias / Loaded Framing (1.97s/msg, eta 323 min)
[153/10000] d317c4eee990cf80a0d8928c0d90f0a1#3 qwen=Ambiguous References; Vague / Missing Context | kev=Vague / Missing Context; Ambiguous References; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints; Bias / Loaded Framing (1.97s/msg, eta 323 min)
[154/10000] d317c4eee990cf80a0d8928c0d90f0a1#4 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Ambiguous References; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints; Bias / Loaded Framing (1.97s/msg, eta 323 min)
[155/10000] d317c4eee990cf80a0d8928c0d90f0a1#5 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Ambiguous References; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints; Bias / Loaded Framing (1.97s/msg, eta 323 min)
[156/10000] d317c4eee990cf80a0d8928c0d90f0a1#6 qwen=Vague / Missing Context | kev=Vague / Missing Context; Ambiguous References; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints; Bias / Loaded Framing (1.96s/msg, eta 322 min)
[157/10000] 6339ec912a47a3e7c62fe47afe6c7934#1 qwen=Ambiguous References | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (1.96s/msg, eta 322 min)
[158/10000] 6339ec912a47a3e7c62fe47afe6c7934#2 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (1.96s/msg, eta 322 min)
[159/10000] 6339ec912a47a3e7c62fe47afe6c7934#3 qwen=Vague / Missing Context; Ambiguous References | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (1.96s/msg, eta 322 min)
[160/10000] 6339ec912a47a3e7c62fe47afe6c7934#4 qwen=Vague / Missing Context; Ambiguous References | kev=Vague / Missing Context; Ambiguous References; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (1.96s/msg, eta 322 min)
[161/10000] 6339ec912a47a3e7c62fe47afe6c7934#5 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (1.96s/msg, eta 322 min)
[162/10000] 6339ec912a47a3e7c62fe47afe6c7934#6 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (1.96s/msg, eta 322 min)
[163/10000] c720ddeee4370c528344c92da8d9ac42#1 qwen=Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (1.96s/msg, eta 322 min)
[164/10000] c720ddeee4370c528344c92da8d9ac42#2 qwen=Vague / Missing Context; Conflicting Constraints | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (1.96s/msg, eta 322 min)
[165/10000] c720ddeee4370c528344c92da8d9ac42#3 qwen=Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (1.96s/msg, eta 322 min)
[166/10000] c720ddeee4370c528344c92da8d9ac42#4 qwen=Vague / Missing Context; Ambiguous References | kev=Vague / Missing Context; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (1.96s/msg, eta 322 min)
[167/10000] 4e78a3a5e6ba06bf89fe7fb5b78cf731#1 qwen=Ambiguous References; Format Ambiguity; Overloaded Prompt | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (1.96s/msg, eta 322 min)
[168/10000] 4e78a3a5e6ba06bf89fe7fb5b78cf731#2 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (1.96s/msg, eta 322 min)
[169/10000] 4e78a3a5e6ba06bf89fe7fb5b78cf731#3 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (1.97s/msg, eta 322 min)
[170/10000] 4e78a3a5e6ba06bf89fe7fb5b78cf731#4 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (1.97s/msg, eta 322 min)
[171/10000] 5021452989189b1ff82a664ea8c124fb#2 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (1.97s/msg, eta 323 min)
[172/10000] 5021452989189b1ff82a664ea8c124fb#3 qwen=Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (1.97s/msg, eta 323 min)
[173/10000] 0b19b1cb8f9deef46841275438dc4765#1 qwen=Format Ambiguity | kev=Vague / Missing Context; Ambiguous References; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Conflicting Constraints (1.98s/msg, eta 324 min)
[174/10000] 0b19b1cb8f9deef46841275438dc4765#2 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (1.98s/msg, eta 324 min)
[175/10000] 4ea618132c3dcf80a67b9cb8f5279205#1 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (1.98s/msg, eta 324 min)
[176/10000] 4ea618132c3dcf80a67b9cb8f5279205#2 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (1.98s/msg, eta 324 min)
[177/10000] 4ea618132c3dcf80a67b9cb8f5279205#3 qwen=Ambiguous References; Format Ambiguity; Overloaded Prompt | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (1.98s/msg, eta 325 min)
[178/10000] 8535de3de8c94feb6cff4afb95782919#1 qwen=Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (1.98s/msg, eta 325 min)
[179/10000] 8535de3de8c94feb6cff4afb95782919#2 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (1.98s/msg, eta 325 min)
[180/10000] 8535de3de8c94feb6cff4afb95782919#3 qwen=Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Unnecessary Repetition; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (1.99s/msg, eta 326 min)
[181/10000] 41a4f2940c03e1dd6816128196e6787c#1 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (1.99s/msg, eta 326 min)
[182/10000] 41a4f2940c03e1dd6816128196e6787c#2 qwen=Vague / Missing Context; Ambiguous References | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (1.99s/msg, eta 326 min)
[183/10000] bd598ae526030b07d9eff9ab600b4cf7#1 qwen=Vague / Missing Context; Ambiguous References | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (1.99s/msg, eta 326 min)
[184/10000] bd598ae526030b07d9eff9ab600b4cf7#2 qwen=Ambiguous References; Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (2.00s/msg, eta 327 min)
[185/10000] bd598ae526030b07d9eff9ab600b4cf7#3 qwen=Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (1.99s/msg, eta 326 min)
[186/10000] bd598ae526030b07d9eff9ab600b4cf7#4 qwen=Conflicting Constraints; Ambiguous References | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (1.99s/msg, eta 326 min)
[187/10000] 28555bb29b98b5dc33f22e96ef0d7b56#1 qwen=Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (1.99s/msg, eta 326 min)
[188/10000] 28555bb29b98b5dc33f22e96ef0d7b56#2 qwen=Ambiguous References; Vague / Missing Context | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (1.99s/msg, eta 326 min)
[189/10000] 28555bb29b98b5dc33f22e96ef0d7b56#3 qwen=Vague / Missing Context | kev=Vague / Missing Context; Ambiguous References; Overloaded Prompt; Prompt Bloat / Convoluted Prompt; Unnecessary Repetition; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (1.99s/msg, eta 326 min)
[190/10000] 28555bb29b98b5dc33f22e96ef0d7b56#4 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints (1.99s/msg, eta 326 min)
[191/10000] 2bf363330a7638d9a0c7b1191c89d75f#1 qwen=Vague / Missing Context; Ambiguous References | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Formality / Audience Mismatch (1.99s/msg, eta 326 min)
[192/10000] 475ad57dfe922dd98aca931f8c2a09f6#1 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (2.00s/msg, eta 326 min)
[193/10000] 475ad57dfe922dd98aca931f8c2a09f6#2 qwen=Vague / Missing Context; Ambiguous References | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (2.00s/msg, eta 326 min)
[194/10000] 475ad57dfe922dd98aca931f8c2a09f6#3 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (2.00s/msg, eta 326 min)
[195/10000] ef8c862ea5c5800d5c65b573254f7ed2#1 qwen=Vague / Missing Context; Format Ambiguity | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing; Formality / Audience Mismatch (2.00s/msg, eta 326 min)
[196/10000] 5afe5d488eec233bdf0f6ec8451178a5#1 qwen=Vague / Missing Context; Ambiguous References | kev=Vague / Missing Context; Overloaded Prompt; Conflicting Constraints; Bias / Loaded Framing (2.00s/msg, eta 326 min)
